date,link,text
2018-01-25 11:34,https://sfbay.craigslist.org/eby/egr/d/software-engineer-ii/6472640325.html,Software Engineer I/II
2018-01-25 10:16,https://sfbay.craigslist.org/eby/egr/d/civil-engineering-summer/6472526592.html,"Civil Engineering Summer Internship - Pleasanton, CA (PLSCIVIL440)"
2018-01-25 10:12,https://sfbay.craigslist.org/eby/egr/d/sales-engineer/6472519579.html,Sales Engineer
2018-01-25 10:07,https://sfbay.craigslist.org/eby/egr/d/interior-design-summer/6472512399.html,"Interior Design Summer Internship - Pleasanton, CA (PLSINT460)"
2018-01-25 09:59,https://sfbay.craigslist.org/eby/egr/d/architecture-summer/6472499851.html,"Architecture Summer Internship - Pleasanton, CA (PLSCOM410)"
2018-01-25 09:58,https://sfbay.craigslist.org/sby/egr/d/hardware-manager-yield/6472499332.html,"Hardware Manager - Yield Management, Motion Control, Metrology"
2018-01-25 09:30,https://sfbay.craigslist.org/eby/egr/d/architect-in-training-bozeman/6472456339.html,Architect In Training (Bozeman MT)
2018-01-25 09:22,https://sfbay.craigslist.org/nby/egr/d/project-manager-job-captain/6472444320.html,Project Manager / Job Captain AXIA Architects
2018-01-25 04:37,https://sfbay.craigslist.org/pen/egr/d/licensed-architect-for/6472134302.html,Licensed Architect for Innovative Engineered Home Developer
2018-01-25 04:28,https://sfbay.craigslist.org/pen/egr/d/project-manager-for/6472130481.html,Project Manager for Innovative Engineered Home Development
2018-01-24 20:47,https://sfbay.craigslist.org/sfc/egr/d/full-time-interior-designer/6472000017.html,Full time Interior Designer / Interior Architect
2018-01-24 13:40,https://sfbay.craigslist.org/sfc/egr/d/senior-project-architect/6471606427.html,SENIOR PROJECT ARCHITECT WITH 10-20 YEARS EXPERIENCE
2018-01-24 12:55,https://sfbay.craigslist.org/pen/egr/d/architect-project-manager/6471546746.html,Architect Project Manager
2018-01-24 12:24,https://sfbay.craigslist.org/sfc/egr/d/interior-designer/6471504548.html,Interior Designer
2018-01-24 11:23,https://sfbay.craigslist.org/eby/egr/d/construction-project-manager/6471417231.html,Construction Project Manager / Estimator
2018-01-24 10:04,https://sfbay.craigslist.org/sfc/egr/d/field-engineer/6471299220.html,Field Engineer
2018-01-24 09:44,https://sfbay.craigslist.org/sby/egr/d/principal-electrical-design/6471269066.html,Principal Electrical Design Engineer
